ticker,pricetorevenue,marketcap,pricetobook,pricetoearnings,beta
AKR,14.19827558,2521806919.0,2.016225968992248,36.892096899224796,0.6954656250000002
AKRX,3.204284884,3363287587.0,4.735899999999997,20.105266279069784,0.9880218750000002
AL,2.533750388,3307968779.0,1.048914341085272,10.437988372093017,1.6970781250000002
ALB,3.2098,8335509616.0,2.5205724806201544,34.88035465116282,1.6115875
ALE,1.969244574,2876513066.0,1.5548864341085282,20.35357015503877,0.4744031249999998
ALEX,5.447716279,1860651434.0,1.530618992248063,54.84677460317461,1.1619471698113213
ALG,0.937159302,712679650.9,1.900263953488372,16.110210465116285,1.1050109374999997
ALGN,7.13147093,6620537463.0,7.280023255813951,40.61962364341083,1.5782796874999998
ALGT,1.958389535,2536588662.0,6.572286046511627,11.090033720930231,0.9643343749999999
ALJ,0.132875581,649865916.7,1.1054379844961242,15.251976190476196,1.4483078125000002
ALK,1.585927907,9036480660.0,3.5002957364341096,10.256137596899231,1.1621875
ALL,0.7311627909999999,25919162853.0,1.26655503875969,15.983810852713173,0.7514046874999999
ALLE,2.9788240310000003,6386522705.0,100.97551240310078,34.90489108527129,1.1269968750000003
ALOG,1.978555039,1030708749.0,1.9502968992248058,70.12806589147284,0.2321
ALR,1.5364600780000002,3725788201.0,2.5890248062015506,22.298812698412704,0.45106718749999997
ALSN,2.476275969,4746685136.0,4.098536821705426,28.08008875968993,1.2819125
ALX,9.481508108,2039448620.0,5.7334992277992285,24.572073745173736,0.7723578124999999
ALXN,10.94413643,30194811709.0,3.661875968992249,205.75664806201542,1.2120234374999999
AMAG,2.082444961,937643109.7,1.0099655038759685,57.66799843749995,1.1907671875
AMAT,2.795304264,27704407791.0,3.9852658914728702,19.566339147286826,1.45271875
AMBA,5.984152326,1777859012.0,4.735379457364338,32.92162286821704,1.9031828125000008
AMCX,1.6482527130000002,4360201595.0,45.262609793814455,12.223969767441867,1.138340625
AME,2.877906977,11275369959.0,3.3973562015503864,19.81029534883721,1.2230796874999998
AMED,1.129497674,1523837758.0,3.606086046511628,41.09879794871794,0.6932718749999998
AMG,3.165072868,8406679496.0,2.8535271317829456,17.47349806201551,1.8131000000000002
AMGN,5.32717093,118371000000.0,4.026411240310078,16.233165503875977,1.3115109374999994
AMKR,0.553510078,1776002122.0,1.4079740310077509,59.93194457364338,1.9980609374999998
AMNB,3.713932432,233579799.3,1.1602764478764471,14.508616988416984,0.830875
AMP,1.406168605,16657634659.0,2.3688519379844943,11.549991085271321,1.57219375
AMSF,2.739068217,1090786479.0,2.2482127906976745,13.886109302325574,0.8277359374999999
AMSWA,2.617883333,293764936.0,3.1097658914728656,31.81749496124032,0.9769234375000001
AMT,8.793919767,45240287398.0,6.683153875968998,65.27516046511627,0.78451875
AMTD,7.149026357,17372676473.0,3.493802325581396,20.686438372093036,1.3611984375
AMZN,2.8582802330000003,336745000000.0,21.49237286821705,274.9414263565891,1.1464656249999994
ANAT,0.992877907,3076268011.0,0.6736922480620152,16.63689573643411,0.7893734374999999
ANCX,3.3200325580000003,230705295.5,1.985937984496125,14.030992635658915,0.7011062500000002
ANF,0.422984884,1475275900.0,1.1751891472868214,46.078193798449604,1.3365609374999998
ANH,3.746910853,479442967.0,0.7319833333333328,60.69464300518129,0.34659375000000014
ANIK,6.931582558,696779810.3,3.3859647286821715,20.581538759689924,1.3097843750000007
ANIP,6.7126593020000005,596258372.4,3.6405329457364326,58.92175387596901,1.8786250000000004
ANSS,8.457837984,8088900629.0,3.6375403100775183,31.433134883720943,1.0096734375000003
ANTM,0.432043023,35066057857.0,1.4685147286821707,14.70082868217055,0.6465156250000004
AOSL,1.0865872090000002,365674778.8,1.5009755813953491,221.81830153846158,0.7914906249999999
AP,0.578347287,150142058.0,0.7015961240310084,85.63311746031741,1.2627015625000002
APAM,1.811803101,1352902826.0,10.810439147286827,17.64898255813955,1.57075
APH,3.210689922,18677792353.0,5.374570542635656,24.39813372093023,1.1075718750000003
APOG,1.282754264,1283300228.0,3.02082054263566,18.249365503875968,1.4377796875000008
ARCB,0.202398062,539245501.9,0.9189906976744188,17.98304496124031,1.9201578125
ARE,8.202594573999999,7277467372.0,2.0106868217054275,61.39267734375,0.6758624999999999
ARI,7.846192247999999,1100141033.0,0.7615333333333335,13.622439147286832,0.49772500000000003
ARII,1.035284109,820098930.8,1.510639147286822,7.493001550387599,1.5360046875000004
AROW,4.338882558,418433851.7,1.8770554263565915,16.328517441860456,0.5612609375000001
ARRS,0.850841473,4676876701.0,1.7813798449612417,44.23114531249999,1.5286234374999996
ARRY,5.26130155,630181506.2,72.62645625000002,950.84366984127,1.6395281249999998
ARTNA,3.45496938,268098366.1,1.9954042635658935,23.11820271317829,0.4015109375
ARW,0.244872868,5821740773.0,1.3468360465116278,11.52168682170542,1.4698734375
ASGN,0.8872627909999999,2000392885.0,2.4241279069767443,22.833617441860472,1.5033593749999996
ASTE,1.223667181,1224677173.0,1.9402813953488358,31.15600733590734,1.2712531249999999
ATHN,5.05108876,4977327603.0,8.869495736434105,328.3888193798452,1.2654515624999996
ATLO,5.183843846,247370624.4,1.4800492307692301,16.001632692307673,0.8124406249999999
ATNI,3.67437907,1177173060.0,1.7412806201550382,70.1499817829457,0.4698015625
ATO,4.013102713,7539846061.0,2.224653100775193,23.257156589147307,0.476765625
ATR,2.112973643,4913145901.0,3.964860852713177,24.677248837209287,0.8036171875
ATRI,5.495860769,787974398.1,5.196888846153846,27.803005384615368,0.5167625
ATRO,1.5970511630000002,1076961742.0,3.4228538759689924,17.25607674418606,1.5268078124999998
ATSG,1.30756124,876029330.0,2.4134589147286816,22.14258449612406,1.2781359374999997
ATVI,5.456146512,28388007384.0,3.3533542635658926,33.310156589147304,1.1154890625000005
ATW,0.508332558,606606568.4,0.1930802325581397,1.6686205426356588,1.8928359375
AVA,1.767762403,2563724869.0,1.609953100775193,19.340635271317815,0.4520671875
AVAV,2.41994031,622842012.3,1.7598852713178292,89.48871635514018,1.1478390624999997
AVB,12.4530155,24123086151.0,2.4382403100775187,29.89011317829457,0.5086875
AVGO,6.200624419,58448408915.0,4.989002713178295,29.083863953488365,1.5165734374999997
AVHI,0.510172093,328746439.1,0.8885806201550388,10.000909302325578,0.5944062499999998
AVT,0.4322899220000001,5566157795.0,1.1772023255813953,10.797344186046503,1.3021531249999996
AWI,3.883546512,2304426527.0,6.622855038759692,53.84559224806201,1.018034375
AWK,4.018176357,12960707946.0,2.5254608527131794,27.104699224806193,0.32082812499999996
AWR,3.126856977,1532423355.0,3.2601046391752573,18.681614432989686,0.5624593749999999
AXE,0.287716279,1987891698.0,1.6043217054263574,19.84752713178296,1.6724093749999995
AXL,0.310356202,1217805531.0,2.998703875968995,4.906171705426353,1.5836093750000002
AXS,1.28513876,5269009005.0,0.8851135658914728,10.16590038759689,0.4156140624999999
AYR,2.045791473,1628566644.0,0.9158992248062016,14.315675193798445,1.3086671875000004
BA,0.907027132,87129744248.0,56.228082558139505,19.453072868217056,1.1046328124999998
BABY,3.303020543,1240248009.0,3.1213387596899227,31.948512403100796,1.0229515625000005
BAC,2.070729457,171252000000.0,0.6987906976744185,11.776465116279088,1.3239874999999999
BAH,0.829424031,4515754400.0,10.265533720930234,15.465165116279078,0.74935
BANC,3.036399612,810074511.6,1.2229519379844962,12.893339922480605,0.7348937500000003
BANF,3.903635659,1180794964.0,1.7436875968992265,17.616995348837207,0.8105312500000003
BANR,3.646556589,1396513288.0,1.0542364341085275,24.845824031007734,1.0919140625
BAX,2.412258915,24179209884.0,2.764179457364339,9.497768217054269,0.7238078125
BBGI,0.971986538,106463586.2,0.7849688461538459,14.475481538461542,0.18244218750000005
BBRG,0.234012403,98684827.13,1.838935968379446,27.6043608,1.1256531249999997
BBSI,0.391048263,305496430.5,5.615153281853281,13.165298069498071,1.100875
BBT,2.931982558,29650457150.0,1.0254767441860466,14.508673643410852,1.013096875
BBW,0.547601163,205659844.1,2.0786259689922493,9.505508914728683,0.9626734374999995
BCEI,0.1708,345860000000.0,3512.932079150576,17526.0701328125,2.6345046874999998
BCO,0.560406589,1684406531.0,4.9084732558139565,771.9445776923072,1.0886765625000001
BCR,4.470337984,15710055477.0,10.049346124031016,82.2013430232558,0.6954062500000001
BDC,1.161082171,2693388482.0,2.8137670542635678,26.11540620155039,1.6178421875000004
BDGE,4.0318651160000005,501148266.1,1.415587984496124,17.99447248062018,0.8189624999999999
BDN,5.5922259689999985,2630464158.0,1.3696895348837212,67.06545461538458,0.9082937500000006
BDX,2.880818217,34801298759.0,4.5489496124030975,39.314938372093,0.7479500000000002
BEAT,2.549378682,485281307.0,5.624404651162795,39.8198104651163,0.7054343750000003
BEAV,1.788561628,4996327405.0,43.58125775193796,16.52225271317829,1.0708499999999996
BELFB,0.458466279,245446224.8,1.5192852713178295,9.669790476190476,1.0172671875000003
BEN,3.000530233,21210612124.0,1.7946941860465118,12.303357364341093,1.5832468750000004
BERY,0.8323767440000001,4904711333.0,45.09899015544043,37.279029069767454,0.9659187499999996
BFAM,2.690137984,4048605738.0,5.727594186046512,41.41928720930232,0.7315375000000001
BFIN,4.56628876,243099034.2,1.1692465116279067,30.825008527131782,0.6031546875
BFS,5.89560814,1259767820.0,9.664483333333328,39.05728372093022,0.6988953124999999
BH,0.613844961,528674211.8,1.1013000000000004,13.481871969696975,0.6254765624999999
BHB,5.889631007999999,329085191.1,2.040401550387596,20.95871976744186,0.9794546874999995
BHE,0.483160078,1169459451.0,0.8830484496124033,13.249851937984493,0.8706171874999996
BHLB,3.019455814,855451238.3,0.9356558139534874,14.688567054263569,0.7972656249999995
BID,2.121278295,1885575542.0,3.139385271317829,79.50959072164949,1.4717906249999997
BIIB,5.6093740310000015,62232748535.0,5.790059689922482,16.654742635658916,1.1585515625
BIO,2.164943411,4405581308.0,1.6985546511627887,45.06081705426357,0.7263921875000002
BJRI,1.090696512,1028115937.0,3.2854934108527147,22.255977519379854,1.0113546875
BK,2.899102713,43708018102.0,1.2175290697674424,14.214501162790695,1.1184156249999997
BKE,1.176293023,1279313557.0,3.0116906976744167,9.458019379844961,0.7738593749999999
BKH,2.2851213180000003,2997780002.0,1.956485271317828,136.82394846153844,0.5701406250000001
BKMU,3.802473643,357430964.9,1.2543996124031005,23.33086821705427,0.8871000000000001
BKU,3.780139535,3406706472.0,1.479587984496125,13.712275581395351,0.9488453125
BLDR,0.242722481,1210722769.0,7.019690697674421,9.727306153846158,1.4039593750000003
BLK,5.203939535,58551330190.0,2.0474604651162798,18.25213217054263,1.5296984375
BLKB,4.432210853,2983447555.0,13.584978294573641,105.08937790697678,1.1792265624999998
BLL,2.470849612,19774228697.0,9.533118604651161,82.07000581395344,0.9407296875000002
BLMN,0.489245349,2119168166.0,6.990910077519376,27.00183410852713,0.662596875
BMI,4.290694961,1680652627.0,6.97588798449612,57.413567054263545,0.8919890624999995
BMRC,4.043776448,318791143.3,1.4240486486486483,15.80101003861005,0.6393171875000001
BMTC,3.2805011630000003,515069827.9,1.3883306201550396,28.07578914728683,0.6304609374999999
BMY,6.09660155,105608000000.0,7.1619050387596905,51.56081899224804,0.8777234375
BNCL,7.343087209,1048225917.0,1.7137697674418608,63.41354418604643,0.5383718749999999
BNCN,4.498374031,1004949480.0,1.470921705426356,19.09213217054264,0.6916796874999999
BOBE,4.975185915,878160819.2,3.9254492248062034,33.710274806201575,0.6951765624999999
BOFI,4.042771318,1265143760.0,1.895448062015504,11.139706589147284,1.0755296875
BOH,5.123039922,3046370232.0,2.6598317829457363,17.839181007751947,0.9267140624999997
BOKF,3.025143798,4191217217.0,1.2562162790697664,16.50001085271317,1.0589921875
BPFH,2.9321837210000004,1019030886.0,1.4159736434108523,16.276545736434098,1.1273374999999997
BPOP,1.30626124,3399079497.0,0.6487999999999998,6.358341472868212,1.0215625000000002
BR,2.588931783,7601969733.0,7.720743023255816,25.05629728682174,0.9446890624999998
BREW,1.154148062,236247601.4,2.0045523255813955,429.99070389105077,1.1740406249999997
BRKL,3.831892248,842334590.5,1.2306589147286813,16.426872093023267,0.7616312500000002
BRKR,2.435071705,3964857000.0,5.6921879844961225,33.97821201550388,1.0988234374999999
BRKS,1.480826744,817582954.2,1.4630678294573654,52.904501587301596,1.2015968750000001
BRO,0.712071318,1209702662.0,0.5410662790697676,4.815555426356592,0.7725000000000001
BSET,0.680896512,298061698.1,1.6573209302325582,17.2450984496124,1.068884375
BSFT,3.937996899,1201372117.0,4.396546124031008,1705.7147883720932,1.3912859375
BSRR,3.1755949610000003,252043704.4,1.2712465116279064,14.083488759689924,0.8457703125000003
BSTC,12.03503861,293991672.2,5.9922054054054055,28.06392972972972,1.0422031249999997
BSX,3.693673256,28948251027.0,4.545491472868217,367.7784753846154,0.9372796874999999
BTX,40.5183345,281489755.5,9.485203875968994,14.43999538461539,1.5765500000000006
BUSE,3.865847287,742305989.2,1.5293441860465118,17.037869379844953,0.7185046875000001
BWA,0.8929259690000001,7554218695.0,2.0657003875968987,13.114374031007758,1.4950375
BWINB,1.283840154,374606396.1,0.9354119691119694,13.343804247104249,0.5970968750000001
BWLD,1.489282171,2837984784.0,4.452299999999998,28.481611627907014,1.0183046875000001
BXP,7.782666667000001,19650140572.0,3.5531616279069764,30.57453449612402,0.7062875000000002
BYD,0.990889535,2169434263.0,3.5720856589147267,31.012873643410856,1.4556359374999994
BZH,0.173252713,310201428.1,0.4858887596899224,22.055296899224807,1.8573125000000006
C,1.856071318,136101000000.0,0.6478430232558139,8.711892635658913,1.4336968749999996
CA,3.259383333,13176870310.0,2.443040697674418,16.899042248062013,1.1857687499999998
CAC,4.649871318,606807771.2,1.5980565891472869,23.976668604651174,0.7389140625000001
CACB,3.807299612,414424626.5,1.191206201550387,23.35891395348839,0.7286921874999999
CACC,4.477991473,3923900274.0,3.7933786821705424,12.655143410852716,1.1170953124999996
CACI,0.688899225,2512238993.0,1.5754240310077523,17.796484108527128,0.9140843749999998
CAH,0.217292636,25846143450.0,3.9021531007751937,18.657377906976727,0.9052906249999999
CAKE,1.200652713,2584474604.0,4.379964728682168,20.70166705426356,0.5527374999999999
CALL,1.076856202,107060667.2,2.032630232558139,10.016766666666664,0.5006078125
CAMP,1.904343411,571811283.9,3.1056472868217067,72.30900581395349,1.074596875
CASH,3.06114031,489678304.3,1.5240751937984491,17.535644961240298,0.7441281250000003
CASS,5.109084108999999,624476474.5,2.9762306201550386,26.52708217054263,1.1162421875000001
CAT,1.089249225,46502570202.0,3.0299879844961253,33.79683190661478,1.2614546874999994
CATM,1.554872868,1893076678.0,5.136820930232559,28.169907364341093,1.0703296874999997
CATO,0.943456202,948912027.5,2.235630620155038,13.55238333333333,1.0064843749999997
CATY,5.674831395,2438518970.0,1.3855496124031008,14.730313565891484,1.1775796874999995
CB,2.303006202,52975599391.0,1.2428356589147285,19.531222480620173,0.7736078125000001
CBF,4.930195736,1399977627.0,1.3883751937984492,24.745199612403088,0.6773390625000001
CBK,0.18202471,70729143.34,0.7894841698841701,1.9784000000000008,1.8159171875000002
CBL,3.963434496,3414918837.0,2.713135408560309,20.747232558139547,0.8794078124999999
CBM,3.322984109,1511175248.0,4.416126744186049,24.312859689922494,1.3273640624999996
CBRL,1.245577132,3603471543.0,6.537822868217051,19.60000077519381,0.5006171875000001
CBS,1.981315504,24903775000.0,4.586303100775195,16.304081007751932,1.1802546875000002
CBSH,4.489737984,5027520338.0,2.157905426356588,18.91369651162791,0.9913625000000001
CBU,4.791596124,1906689465.0,1.576567054263566,20.129163953488373,0.9502625
CBZ,0.754966795,580105204.1,1.2802270270270262,15.66626100386102,0.8800843749999997
CCBG,1.997755426,262266820.9,0.9512503875968996,26.335767829457364,0.38151093750000015
CCE,1.4172271319999998,9820314147.0,10.417945348837208,17.100579457364347,0.8147234375000003
CCI,8.086406202000001,30244424200.0,4.330796899224803,67.65898023255815,0.6057015625
CCK,0.834932171,7156636291.0,68.15165625,16.17866356589148,1.1237921875
CCMP,2.803209302,1152112084.0,2.50458953488372,22.76229031007751,0.9953890625
CCNE,2.948140927,278884161.0,1.3309957528957526,13.17970501930502,0.7054921875000001
CCRN,0.577136047,452714611.9,2.995714341085272,195.03635271317825,0.8537265625000003
CDNS,4.080351938,7147936304.0,6.373193798449613,28.02576162790697,0.9596156250000002
CDR,3.894344574,581689253.0,0.9992620155038762,97.26393160621764,0.797271875
CEB,2.063839147,1928342781.0,44.17121904761907,31.31605836575877,1.5620437500000002
CECE,0.755406977,303968372.7,1.2587697674418616,42.365526562500015,1.5026453125
CELG,8.64704186,86172040322.0,15.567952325581391,47.38359031007751,1.4027406249999996
CERN,4.274286047,19608306415.0,4.878329844961236,32.846268604651165,1.0442812500000003
CEVA,71.62867027,4706524105.0,24.251689961389946,475.5240486486484,1.137315625
CFFI,1.417831008,144564742.8,1.065893410852713,11.428223643410849,0.5835984375000002
CFFN,8.592792636,1840764113.0,1.3226375968992252,22.688803488372077,0.55635625
CFG,2.583164729,12806553696.0,0.6476860465116281,14.418586046511633,1.0987109375000002
CFNB,6.016325482999999,148843111.5,0.7860281853281863,20.21255057915058,0.22890937499999997
CFNL,4.53824845,803705800.4,1.8503670542635664,16.87593294573643,0.9311218750000001
CFR,3.761667442,4095744077.0,1.4058050387596899,15.218965891472864,1.202
CFX,1.087667442,3596011497.0,1.1953666666666651,25.94757519379845,1.4431718750000007
CGNX,5.201208915,2369716796.0,2.7874189922480617,13.52262209302326,1.23576875
CHCO,4.250044186,744345300.3,1.7485856589147275,14.839362790697674,0.9046328125000002
CHDN,2.817324806,2384725457.0,3.656953100775195,31.363732945736448,0.6913531250000002
CHE,1.509029845,2353652690.0,4.8424945736434095,21.613629069767427,0.6962593750000001
CHEF,0.353685271,390129998.6,2.0923496124031007,199.08109573643418,1.172440625
CHFC,4.34049845,1668032549.0,1.265923643410853,18.367671317829448,1.0140874999999998
CHFN,3.665569767,202139698.2,1.0113042635658909,21.47530891472867,0.349809375
CHMG,1.925241313,139162395.2,0.9816054054054052,14.914975675675663,0.04832812499999999
CHRW,0.775814729,10210465517.0,8.387296124031003,19.65748604651163,0.53979375
CHS,0.621456977,1611809627.0,2.5746992248062037,1054.03335420168,0.7525265624999999
CHSP,2.473074419,1427675957.0,1.188342635658914,21.71223798449614,0.9007656250000002
CHTR,2.8353728680000003,41586925037.0,1.5611684615384611,21.72740307692307,0.8023290322580646
CHUY,1.75855155,535627502.2,3.746003875968991,37.682925581395324,0.6861781249999999
CI,0.879918992,33908628567.0,2.6159007751937966,16.79172829457364,0.6102390624999999
CIA,1.712703475,405608903.5,1.5881320463320459,4374.28182,1.2977078125
CIEN,1.151622481,2923948320.0,4.245588759689921,149.28360852713172,1.5289375000000003
CIM,7.63805969,2872225466.0,0.9680906976744184,10.305551550387596,1.2067593750000003
CINF,2.197544574,11456452876.0,1.6778046511627904,17.54369069767442,0.8200437499999998
CIT,3.667255426,6883843220.0,0.6194728682170538,9.533789105058355,1.1241234375
CLC,2.100246512,2977594747.0,2.645919379844961,21.51838372093025,1.23836875
CLCT,2.6132317830000003,158170675.5,10.583648449612408,21.550201550387587,0.9128765625000002
CLD,0.224743411,203704703.5,0.22369961240310066,5.4017,1.862090625
CLDT,3.038763566,788424815.8,1.1472794573643406,23.28570813953489,0.9505421875000001
CLFD,3.438786434,236294528.7,4.092993798449614,36.40864341085269,1.3933171874999994
CLGX,1.989212403,3349777052.0,3.08910968992248,12.89245155038759,1.0901703125
CLI,5.0774,2532720365.0,1.6839507751937994,28.826980512820498,0.8121296874999996
CLMS,0.617032171,133539492.1,0.7059228682170544,382.59996240310033,1.125234375
CLNY,2.280399225,2110748569.0,0.7447391472868221,18.87479186046512,0.7148171874999999
CLW,0.572326357,1000788801.0,2.110922093023255,16.260301937984494,0.49819062499999994
CLX,2.8997658910000004,16660952076.0,65.474492248062,25.04187751937985,0.3671781249999999
CMC,0.45329186,1968176286.0,1.450693023255813,32.78717751937985,1.4277750000000002
CMCO,0.584075581,353240841.7,1.2178523255813956,17.606481782945753,1.7435593749999996
CMCSA,4.038889147,307703000000.0,5.813952713178296,37.40078953488371,0.8821421875
CMG,3.085298062,12875145809.0,7.906043023255812,72.15007868217052,0.2574
CMLS,0.014332692,16575562.45,2.1038903474903488,1.199546875,1.7904984375
CMO,8.123300775,929115926.6,0.7547639534883718,10.965506201550394,0.38407031250000007
CMS,-3.111212403,-15164087527.0,2.7794020725388586,20.610101562500013,0.3491890625
CMTL,0.8311116279999999,282846754.4,0.6832155038759686,22.522104705882352,1.4789203124999997
CNA,1.018177132,9075436384.0,0.7666546511627911,21.82529224806202,0.8943765625000001
CNBKA,4.629278077,407383538.5,1.859038846153846,17.294681538461536,0.6183703125000003
CNC,0.329266667,9251556158.0,2.1665604651162798,26.575229844961253,0.8738703124999999
CNMD,1.582746512,1158521100.0,1.9880934108527155,58.35583682170538,0.9221656249999999
CNO,0.8604267440000001,3197017802.0,0.7408337209302326,11.928398449612411,1.4613671875000003
CNOB,4.08451124,542757410.9,1.1246794573643408,13.035329844961236,0.7276765625000001
CNP,1.329963178,9469380797.0,2.7386201550387623,24.7314,0.5875640625000002
CNS,5.282711628,1732324508.0,6.955541085271318,25.56506007751937,1.2620375000000004
CNSL,1.5897465119999998,1214967159.0,5.4414302325581385,76.33646615384612,1.0158874999999998
COBZ,3.584327132,516576443.5,1.8188368217054245,18.820002325581385,1.1321234375000004
COF,1.521986047,36966515260.0,0.7727810077519381,9.863462403100767,1.3099640625000006
COHR,2.941917054,2406083439.0,2.7823348837209285,29.073100775193804,1.2934374999999998
COHU,1.147327519,312714185.2,1.3083069767441866,399.04202170542635,0.6629921875000001
COKE,0.562510811,1449334941.0,5.836710038610038,34.824989961389974,0.7770625000000001
COL,2.21467907,11516511403.0,5.717865503875967,16.753619767441855,1.0393640625000005
COLB,4.38080814,1825873695.0,1.4465546511627914,18.4815011627907,1.1634171874999997
CONE,8.110681782999999,3325894748.0,3.2309558139534915,324.65449615384625,0.889221875
COO,4.284468217,8013067109.0,2.9768724806201585,35.77342286821705,0.7868921874999999
COR,6.48970969,2280259286.0,7.222063953488378,63.670218992248046,0.6478140625
CORE,0.235646899,2792400783.0,5.580833720930229,53.282598062015495,1.0593437500000005
