ticker,pricetorevenue,marketcap,pricetobook
ARRY,5.26130155,630181506.2,72.62645625000002
ARTNA,3.45496938,268098366.1,1.9954042635658937
ARW,0.24487286800000002,5821740773.0,1.3468360465116278
ASGN,0.8872627909999999,2000392885.0,2.4241279069767443
ASTE,1.223667181,1224677173.0,1.940281395348836
ATHN,5.05108876,4977327603.0,8.869495736434105
ATLO,5.183843846,247370624.4,1.48004923076923
ATNI,3.67437907,1177173060.0,1.7412806201550382
ATO,4.013102713,7539846061.0,2.2246531007751935
ATR,2.112973643,4913145901.0,3.964860852713177
ATRI,5.495860769,787974398.1,5.196888846153846
ATRO,1.5970511630000002,1076961742.0,3.4228538759689924
ATSG,1.30756124,876029330.0,2.413458914728682
ATVI,5.456146512,28388007384.0,3.3533542635658926
ATW,0.508332558,606606568.4,0.1930802325581397
AVA,1.767762403,2563724869.0,1.609953100775193
AVAV,2.41994031,622842012.3,1.759885271317829
AVB,12.4530155,24123086151.0,2.4382403100775187
AVGO,6.2006244189999995,58448408915.0,4.989002713178295
AVHI,0.510172093,328746439.1,0.8885806201550388
AVID,0.494118217,262299157.2,
AVT,0.43228992200000005,5566157795.0,1.1772023255813953
AWI,3.8835465119999997,2304426527.0,6.622855038759691
AWK,4.018176357,12960707946.0,2.525460852713179
AWR,3.126856977,1532423355.0,3.260104639175257
AXE,0.28771627899999996,1987891698.0,1.6043217054263574
AXL,0.31035620199999997,1217805531.0,2.998703875968995
AXS,1.28513876,5269009005.0,0.8851135658914728
AYR,2.045791473,1628566644.0,0.9158992248062017
AZPN,7.25652093,3416870773.0,
BA,0.9070271320000001,87129744248.0,56.22808255813951
BABY,3.303020543,1240248009.0,3.1213387596899227
BAC,2.0707294569999997,171252000000.0,0.6987906976744185
BAH,0.829424031,4515754400.0,10.265533720930234
BANC,3.036399612,810074511.6,1.2229519379844962
BANF,3.903635659,1180794964.0,1.7436875968992263
BANR,3.646556589,1396513288.0,1.0542364341085277
BAX,2.412258915,24179209884.0,2.764179457364339
BBGI,0.971986538,106463586.2,0.7849688461538459
BBRG,0.234012403,98684827.13,1.838935968379446
BBSI,0.39104826299999995,305496430.5,5.615153281853281
BBT,2.931982558,29650457150.0,1.0254767441860466
BBW,0.547601163,205659844.1,2.078625968992249
BCEI,0.1708,345860000000.0,3512.932079150576
BCO,0.560406589,1684406531.0,4.9084732558139565
BCR,4.4703379839999995,15710055477.0,10.049346124031015
BDC,1.1610821709999999,2693388482.0,2.8137670542635673
BDGE,4.0318651160000005,501148266.1,1.415587984496124
BDN,5.592225968999999,2630464158.0,1.3696895348837212
BDX,2.880818217,34801298759.0,4.5489496124030975
BEAT,2.549378682,485281307.0,5.624404651162795
BEAV,1.788561628,4996327405.0,43.58125775193796
BELFB,0.458466279,245446224.8,1.5192852713178295
BEN,3.000530233,21210612124.0,1.7946941860465118
BERY,0.8323767440000001,4904711333.0,45.09899015544044
BFAM,2.6901379839999997,4048605738.0,5.727594186046511
BFIN,4.56628876,243099034.2,1.1692465116279067
BFS,5.89560814,1259767820.0,9.664483333333328
BH,0.613844961,528674211.8,1.1013000000000004
BHB,5.889631007999999,329085191.1,2.0404015503875956
BHE,0.483160078,1169459451.0,0.8830484496124033
BHLB,3.0194558139999996,855451238.3,0.9356558139534874
BID,2.121278295,1885575542.0,3.139385271317829
BIIB,5.609374031000001,62232748535.0,5.790059689922481
BIO,2.164943411,4405581308.0,1.6985546511627887
BJRI,1.090696512,1028115937.0,3.285493410852715
BK,2.899102713,43708018102.0,1.2175290697674424
BKE,1.176293023,1279313557.0,3.0116906976744167
BKH,2.2851213180000003,2997780002.0,1.956485271317828
BKMU,3.802473643,357430964.9,1.2543996124031005
BKU,3.780139535,3406706472.0,1.479587984496125
BLDR,0.24272248100000002,1210722769.0,7.019690697674421
BLK,5.203939535,58551330190.0,2.0474604651162793
BLKB,4.432210853,2983447555.0,13.58497829457364
BLL,2.470849612,19774228697.0,9.533118604651161
BLMN,0.489245349,2119168166.0,6.990910077519376
BMI,4.290694961,1680652627.0,6.97588798449612
BMRC,4.043776448,318791143.3,1.424048648648648
BMTC,3.2805011630000003,515069827.9,1.3883306201550396
BMY,6.09660155,105608000000.0,7.16190503875969
BNCL,7.343087209,1048225917.0,1.7137697674418608
BNCN,4.498374031,1004949480.0,1.4709217054263561
BOBE,4.975185915,878160819.2,3.9254492248062034
BOFI,4.042771318,1265143760.0,1.8954480620155039
BOH,5.123039922,3046370232.0,2.6598317829457363
BOKF,3.025143798,4191217217.0,1.2562162790697664
BPFH,2.9321837210000004,1019030886.0,1.4159736434108525
BPOP,1.30626124,3399079497.0,0.6487999999999998
BR,2.588931783,7601969733.0,7.720743023255815
BREW,1.154148062,236247601.4,2.0045523255813955
BRKL,3.831892248,842334590.5,1.2306589147286813
BRKR,2.435071705,3964857000.0,5.692187984496123
BRKS,1.480826744,817582954.2,1.4630678294573654
BRO,0.712071318,1209702662.0,0.5410662790697676
BSET,0.680896512,298061698.1,1.6573209302325582
BSFT,3.937996899,1201372117.0,4.396546124031008
BSRR,3.1755949610000003,252043704.4,1.2712465116279064
BSTC,12.03503861,293991672.2,5.9922054054054055
BSX,3.6936732560000003,28948251027.0,4.545491472868217
BTX,40.518334499999995,281489755.5,9.485203875968994
BUSE,3.865847287,742305989.2,1.529344186046512
BWA,0.8929259690000001,7554218695.0,2.0657003875968987
BWINB,1.283840154,374606396.1,0.9354119691119694
BWLD,1.489282171,2837984784.0,4.452299999999998
BXC,0.021728571000000002,41545891.43,
BXP,7.782666667000001,19650140572.0,3.5531616279069764
BYD,0.990889535,2169434263.0,3.5720856589147267
BZH,0.173252713,310201428.1,0.4858887596899224
C,1.8560713180000001,136101000000.0,0.6478430232558139
CA,3.259383333,13176870310.0,2.443040697674418
CAC,4.649871318,606807771.2,1.5980565891472869
CACB,3.807299612,414424626.5,1.191206201550387
CACC,4.477991473,3923900274.0,3.7933786821705424
CACI,0.688899225,2512238993.0,1.5754240310077525
CACQ,,1318001776.0,
CAH,0.217292636,25846143450.0,3.902153100775193
CAKE,1.200652713,2584474604.0,4.379964728682168
CALL,1.076856202,107060667.2,2.032630232558139
CAMP,1.904343411,571811283.9,3.1056472868217067
CASH,3.06114031,489678304.3,1.5240751937984491
CASS,5.109084108999999,624476474.5,2.9762306201550386
CAT,1.089249225,46502570202.0,3.0299879844961253
CATM,1.5548728680000001,1893076678.0,5.136820930232558
CATO,0.943456202,948912027.5,2.235630620155038
CATY,5.674831395,2438518970.0,1.3855496124031008
CB,2.3030062019999997,52975599391.0,1.2428356589147285
CBB,0.279807364,330817267.4,
CBF,4.930195736,1399977627.0,1.3883751937984492
CBK,0.18202471,70729143.34,0.7894841698841701
CBL,3.963434496,3414918837.0,2.7131354085603094
CBM,3.3229841089999996,1511175248.0,4.416126744186049
CBRL,1.245577132,3603471543.0,6.537822868217051
CBS,1.9813155040000001,24903775000.0,4.586303100775195
CBSH,4.489737984,5027520338.0,2.1579054263565878
CBU,4.791596124,1906689465.0,1.5765670542635661
CBZ,0.754966795,580105204.1,1.2802270270270262
CCBG,1.997755426,262266820.9,0.9512503875968995
CCE,1.4172271319999998,9820314147.0,10.417945348837208
CCI,8.086406202000001,30244424200.0,4.330796899224804
CCK,0.834932171,7156636291.0,68.15165625
CCMP,2.803209302,1152112084.0,2.5045895348837197
CCNE,2.948140927,278884161.0,1.3309957528957526
CCOI,4.016799612,1690184466.0,
CCRN,0.577136047,452714611.9,2.9957143410852716
CDNS,4.080351938,7147936304.0,6.373193798449613
CDR,3.894344574,581689253.0,0.9992620155038762
CEB,2.063839147,1928342781.0,44.17121904761906
CECE,0.755406977,303968372.7,1.2587697674418616
CELG,8.64704186,86172040322.0,15.56795232558139
CERN,4.2742860469999995,19608306415.0,4.878329844961236
CEVA,71.62867027,4706524105.0,24.25168996138995
CFFI,1.417831008,144564742.8,1.065893410852713
CFFN,8.592792636,1840764113.0,1.322637596899225
CFG,2.583164729,12806553696.0,0.6476860465116281
CFNB,6.016325482999999,148843111.5,0.7860281853281863
CFNL,4.53824845,803705800.4,1.8503670542635662
CFR,3.761667442,4095744077.0,1.40580503875969
CFX,1.087667442,3596011497.0,1.195366666666665
CGNX,5.201208915,2369716796.0,2.7874189922480617
CHCO,4.250044186,744345300.3,1.7485856589147277
CHDN,2.8173248060000002,2384725457.0,3.656953100775195
CHE,1.509029845,2353652690.0,4.8424945736434095
CHEF,0.353685271,390129998.6,2.092349612403101
CHFC,4.34049845,1668032549.0,1.265923643410853
CHFN,3.665569767,202139698.2,1.011304263565891
CHH,3.0533883719999997,2732407220.0,
CHMG,1.9252413130000001,139162395.2,0.9816054054054052
CHRW,0.775814729,10210465517.0,8.387296124031002
CHS,0.621456977,1611809627.0,2.5746992248062033
CHSP,2.473074419,1427675957.0,1.188342635658914
CHTR,2.8353728680000003,41586925037.0,1.5611684615384611
CHUY,1.75855155,535627502.2,3.7460038759689906
CI,0.879918992,33908628567.0,2.615900775193797
CIA,1.712703475,405608903.5,1.588132046332046
CIEN,1.151622481,2923948320.0,4.245588759689921
CIM,7.63805969,2872225466.0,0.9680906976744185
CINF,2.197544574,11456452876.0,1.6778046511627904
CIT,3.667255426,6883843220.0,0.6194728682170538
CL,4.009613178,62742779868.0,
CLC,2.100246512,2977594747.0,2.645919379844961
CLCT,2.6132317830000003,158170675.5,10.583648449612408
CLD,0.224743411,203704703.5,0.22369961240310066
CLDT,3.038763566,788424815.8,1.1472794573643406
CLFD,3.438786434,236294528.7,4.092993798449614
CLGX,1.989212403,3349777052.0,3.08910968992248
CLI,5.0774,2532720365.0,1.6839507751937994
CLMS,0.617032171,133539492.1,0.7059228682170544
CLNY,2.280399225,2110748569.0,0.7447391472868221
CLUB,0.155506154,63765117.57,
CLW,0.572326357,1000788801.0,2.110922093023255
CLX,2.8997658910000004,16660952076.0,65.474492248062
CMC,0.45329186,1968176286.0,1.450693023255813
CMCO,0.584075581,353240841.7,1.2178523255813956
CMCSA,4.038889147,307703000000.0,5.8139527131782955
CMG,3.0852980619999997,12875145809.0,7.906043023255811
CMLS,0.014332692,16575562.45,2.1038903474903488
CMO,8.123300775,929115926.6,0.7547639534883718
CMS,-3.111212403,-15164087527.0,2.779402072538859
CMTL,0.8311116279999999,282846754.4,0.6832155038759686
CNA,1.018177132,9075436384.0,0.7666546511627911
CNBKA,4.6292780769999995,407383538.5,1.859038846153846
CNC,0.329266667,9251556158.0,2.1665604651162793
CNMD,1.582746512,1158521100.0,1.9880934108527153
CNO,0.8604267440000001,3197017802.0,0.7408337209302326
CNOB,4.08451124,542757410.9,1.124679457364341
CNP,1.329963178,9469380797.0,2.7386201550387623
CNS,5.282711628,1732324508.0,6.955541085271317
CNSL,1.5897465119999998,1214967159.0,5.4414302325581385
COBZ,3.584327132,516576443.5,1.8188368217054245
COF,1.521986047,36966515260.0,0.7727810077519381
COHR,2.9419170539999997,2406083439.0,2.7823348837209285
COHU,1.147327519,312714185.2,1.3083069767441866
COKE,0.562510811,1449334941.0,5.836710038610038
COL,2.21467907,11516511403.0,5.717865503875967
COLB,4.38080814,1825873695.0,1.4465546511627914
CONE,8.110681782999999,3325894748.0,3.230955813953491
COO,4.284468217,8013067109.0,2.9768724806201585
COR,6.48970969,2280259286.0,7.222063953488379
CORE,0.235646899,2792400783.0,5.5808337209302294
CORR,4.037536434,341120624.3,0.9643437984496128
CORT,10.35791008,642509477.0,26.474993798449628
COTY,2.02602907,8739842736.0,24.28403992248063
COWN,0.250030233,117694079.3,0.15153410852713173
CPF,4.0441441860000005,758115329.6,1.4834062015503877
CPK,2.116787597,953104529.1,2.467398837209304
CPN,0.752851163,4821717678.0,1.5985569767441874
CPS,0.467591473,1594868225.0,2.453220542635659
CPSI,2.324592248,483653788.8,4.028105426356588
CPT,7.519764341,7357557282.0,2.4888108527131805
CRAI,0.701200388,217932784.6,1.0439426356589143
CRAY,1.754781783,1195484229.0,2.4095139534883727
CREE,1.666789535,2630884632.0,1.1171023255813957
CRL,2.54615155,3706327285.0,4.615623643410854
CRM,7.126076744,50844865381.0,8.979904651162787
CRS,0.883462403,1643205190.0,1.424775581395348
CRUS,2.23398876,2835212608.0,3.147508139534884
CRVL,1.609664341,810512188.4,5.967931782945736
CRY,2.707453101,441556842.5,2.3142387596899208
CSBK,12.26075444,355467360.3,1.1289389961389962
CSFL,3.855972973,811862658.3,1.5371015444015435
CSGP,8.366748837000001,6340238342.0,4.014064341085272
CSGS,1.812063178,1372523081.0,5.362952713178297
CSRA,0.947184496,4203498091.0,32.44413565891474
CSS,0.7786844959999999,244735223.3,0.9328153846153846
CSX,2.406051938,26948687849.0,2.3172263565891456
CTB,0.6612465120000001,1949912955.0,1.902386046511627
CTBI,3.5724096530000002,641796499.2,1.3117386100386093
CTG,0.22356100399999998,78687999.32,0.8073177606177606
CTL,0.8537426359999999,15206767389.0,1.0866736434108524
CTRE,7.758590698,680657950.2,1.9808562015503872
CTS,1.5546356590000001,595242919.9,2.0136306201550394
CTSH,2.728027132,34995017713.0,3.5932678294573632
CTWS,5.590163177999999,543489370.7,2.3651364341085284
CTXS,5.230322481,12848359517.0,5.9473263565891425
CUB,0.786231008,1145364918.0,1.5844116279069766
CUBE,12.251256199999998,5132982478.0,3.035407364341083
CUBI,3.0748069769999997,766512213.2,1.4317151162790687
CUDA,2.9917197669999998,986074662.9,
CUNB,1.958120155,202743203.6,0.6681348837209341
CUTR,1.594118605,162441789.3,3.2302019379844946
CUZ,17.87932791,2033260953.0,1.213261240310078
CVBF,5.795053488,1679396496.0,1.7244717054263565
CVCO,1.176500775,841190419.2,2.3561120155038773
CVG,0.949272868,2775446508.0,2.1092484496124038
CVGI,0.16151976699999998,120661026.0,1.6961515503875966
CVI,0.363292636,1787305705.0,1.9036015503875972
CVLT,3.466489922,2098594239.0,5.024002713178297
CVS,0.627073256,101843000000.0,2.8305658914728697
CVX,1.5138511630000002,187088000000.0,1.255627131782944
CWCO,3.15482,179902113.5,1.233243461538463
CWT,2.4187864340000003,1433902440.0,2.2365403100775185
CXO,9.528315504,15230670308.0,2.3437930232558135
CXW,1.712673643,3105153345.0,2.1414360465116276
CYH,0.065714341,1475259232.0,0.51636511627907
CYNO,2.8833092660000004,1081387419.0,2.527968725868725
CYS,33.57583953,1224982302.0,0.6806546874999996
CYTK,9.58561124,371198057.8,5.927901162790695
CZNC,4.38872278,256102449.9,1.3530115830115836
CZR,0.29391666699999996,1064769399.0,1.0441650793650792
D,4.68066124,44581615539.0,3.3196613402061836
DAL,0.82180814,33132827984.0,2.8685348837209323
DAN,0.352005426,2069120314.0,2.7334875968992254
DBD,0.702689535,1706105376.0,3.066835271317832
DCI,2.08911938,4674676733.0,6.121588759689918
DCO,0.358845349,217076742.9,1.0742883720930227
DCOM,3.41515155,641250820.0,1.1995511627906974
DCT,10.63496318,3898004102.0,2.1730713178294585
DDR,21.31376395,21822168971.0,6.994684496124034
DE,0.974254651,26715567031.0,3.864688759689922
DECK,1.005353876,1855268383.0,1.9299624031007754
DEI,9.400004264,4980583830.0,2.6476220930232537
DEL,3.86871938,782178684.5,3.20420542635659
DENN,1.70300155,845659446.4,
DFRG,1.0643344959999999,362488210.7,1.5375717054263556
DFS,2.627747287,23212090581.0,2.1540833333333333
DGAS,2.6545941859999997,176190160.0,2.285142084942085
DGI,2.05704845,1457518054.0,1.117796511627907
DGICA,0.645152326,422466815.7,0.9815740310077511
DGX,1.4932771319999998,11204122171.0,2.421919379844963
DHI,0.969800388,11143296213.0,1.7417162790697667
DHIL,4.92426124,628939721.2,5.118458914728688
DHR,4.425945349,60473765934.0,2.509518604651165
DIN,2.303589575,1531409141.0,5.887365250965248
DIOD,1.1260143409999999,993139952.4,1.2475445736434108
DIS,2.90899186,160466000000.0,3.6564864341085284
DISCA,2.5980937980000003,16725626744.0,3.1354918604651187
DISCK,2.5980937980000003,16725626744.0,3.1354918604651187
DISH,1.589434884,24368655440.0,7.202259689922484
DJCO,6.8450600779999995,293900579.8,2.322693050193048
DK,0.232010078,1010550029.0,0.947149612403101
DLB,4.609636434,4627182411.0,2.4455023255813946
DLR,7.6447147289999995,13554075590.0,4.09192441860465
DO,1.326133721,2790366870.0,0.7172492248062013
DOC,13.63201705,2226863781.0,1.5083837209302324
DORM,2.43875,2013348097.0,3.6684569767441877
DRE,13.67860581,8607052944.0,2.615109302325582
DRH,2.049773256,1911867576.0,1.0439833333333337
DRI,1.198166667,8345179043.0,4.392704263565891
DRQ,2.9354763569999998,2159568110.0,1.5942507751937984
DSPG,1.7201337209999998,234669239.0,1.6314193798449617
DST,4.709343411,5956216939.0,5.749069767441867
DSW,0.75214186,1994240520.0,2.1396062015503876
DTE,1.629955426,16452742132.0,1.850130620155038
DTLK,0.255694186,194659138.6,1.182533720930232
DUK,2.51150155,54432354535.0,1.3781845360824743
DX,10.69845181,337019216.3,0.8850693798449618
DXPE,0.29377519399999996,323093790.0,1.6218468992248047
DY,1.005745736,2530049713.0,4.607560077519378
DYN,0.391135271,1641548527.0,0.7439418604651165
EA,5.22158876,23115143333.0,6.722922093023256
EAT,0.883889147,2818869019.0,
EBAY,3.609373643,31568594806.0,4.817339922480618
EBF,1.352562791,463971360.0,1.653944961240309
EBIO,26.15232868,39968024.62,3.9853682170542633
EBIX,5.801368605,1613280108.0,3.8649201550387584
EBS,3.118888372,1555996745.0,2.4569821705426373
EBSB,6.53823876,794476924.5,1.3489717054263575
EBTC,2.857130888,276116561.7,1.3819698841698838
ECHO,0.408193411,670163337.8,1.772686046511628
ECOL,1.7632011630000002,930754200.5,3.5111717054263583
ECPG,0.560414341,624784754.2,1.040772480620156
ED,1.8150151159999999,22131100899.0,1.6256228682170533
EDE,1.217040698,1458553027.0,1.7971100775193791
EDR,9.970782558,2684825283.0,1.6856279069767424
EE,2.111611969,1800775315.0,1.7569895752895741
EEFT,2.2144480619999998,4078216316.0,4.777051550387598
EFSC,4.017343411000001,604082263.9,1.6468713178294585
EGBN,6.203972481,1681079062.0,2.162324418604651
EGOV,4.577504264,1386748930.0,10.063898449612406
EGP,8.717288372,2106472464.0,3.635949612403103
EHTH,1.020139535,200395011.0,2.2173306201550393
EIG,1.253449612,962212767.3,1.177967829457364
EIGI,1.402521318,1189251269.0,6.744677906976751
EIX,,23259228295.0,
EL,2.978267829,33318876888.0,9.101080620155038
ELLI,9.556055426,2763506580.0,7.655368217054264
ELS,8.027814729,6735326420.0,6.965473643410848
ELY,1.120471705,949578765.2,2.0559329457364357
EMCI,0.884981395,553204526.9,1.0035883720930237
EME,0.464719767,3280755086.0,2.152974418604651
EMN,1.103937984,10291824089.0,2.428418604651162
ENH,1.973559585,4584147740.0,0.9359538860103624
ENS,1.190291085,2788744685.0,2.688662790697672
ENSG,0.745417054,1089845061.0,2.569225968992249
ENTA,5.25743062,506278897.1,1.8935666666666662
ENTG,1.9140779069999998,2113283473.0,2.4889693798449626
ENV,2.818635271,1360790649.0,3.134160077519378
ENZ,2.551162791,259533371.0,3.986757364341085
EPAM,3.6173065889999996,3637024269.0,5.362813178294572
EPM,6.2671,197461254.1,3.2191088803088803
EPR,12.14709341,4407124464.0,2.034264341085272
EQIX,7.575620155,23227673250.0,5.590306201550388
EQR,11.98538256,25950485578.0,2.4347689922480615
EQT,5.508262791,11041251493.0,1.94173527131783
EQY,13.57129845,4094195787.0,2.337052325581392
ERA,0.709728682,193557717.3,0.41084534883720925
ERIE,0.018909302,29630313.95,0.037015503875968955
ERII,10.72452946,560403576.5,9.402993023255814
ES,2.315116667,17602787578.0,1.7048536082474226
ESCA,1.036286538,169671410.0,1.7270003846153852
ESE,1.949537597,1096944220.0,1.8186624031007756
ESGR,3.4928355210000004,3211052827.0,1.2228277992277994
ESL,1.047928682,2092657481.0,1.341027519379844
ESNT,5.554127519,2181153453.0,1.7823992248062013
ESRT,8.610647287,5122110987.0,8.37668682170543
ESRX,0.468210853,47569062118.0,3.0179887596899224
ESS,14.04200388,14515300972.0,2.3685972868217062
ESSA,2.680024031,144406351.0,0.8269383720930236
ESV,0.696971318,2477800868.0,0.34383449612403083
ETFC,5.015437984,7600664600.0,1.3069697674418592
ETH,1.696170155,901157998.1,2.3293116279069768
ETM,1.161144015,513267202.0,1.3801613899613892
ETR,0.593631783,13488637488.0,1.4058957364341087
EV,3.00352093,4071715025.0,6.501433720930236
EVC,2.5715034880000003,654637423.8,3.831347674418601
EVER,2.380995349,2072624660.0,1.2044054263565889
EVHC,3.664315891,38945433107.0,19.342475193798453
EVR,1.7700608530000002,2303738507.0,5.200229069767442
EVTC,3.0340370660000002,1150952217.0,11.206728957528949
EW,8.062152713,21597115698.0,8.709934108527136
EWBC,4.6302658910000005,5382744096.0,1.6501771317829463
EXAC,1.367572201,339982790.9,1.434705791505791
EXAR,2.597593023,375464186.6,1.6654608527131791
EXC,0.6851848840000001,30917820659.0,1.1970968992248063
EXLS,2.564167054,1681493113.0,3.4254697674418604
EXP,3.25453876,3729840370.0,3.508225968992249
EXPD,1.4508914730000002,9104244465.0,5.129344186046513
EXPO,4.575322868,349293009.7,1.2924062015503874
EXR,14.40972713,10992722882.0,5.149812403100775
F,0.32808488399999997,50189291318.0,1.6647019379844976
FAF,0.7981744190000001,4227304212.0,1.4622290697674425
FARO,1.70836139,548740270.6,1.6188498069498074
FBC,1.830256202,1409319974.0,1.0883054263565894
FBIZ,2.5144364340000003,196898328.5,1.2616666666666663
