ticker,pricetorevenue,marketcap
MDT,3.987213566,1.13836E+11
MDXG,4.506249225,928130361.9
MEI,1.507425581,1219950103
MENT,2.329194574,2673912143
MET,0.82606124,49561320419
MFA,7.307049225,2685329151
MG,0.97949031,701030626.5
MGI,0.282641473,460902600.8
MGM,1.469227907,13365731721
MGRC,1.731846124,716607860.7
MHK,1.695460465,14351126030
MHLD,0.447368217,1166653834
MHO,0.406335271,621219815.9
MINI,2.632853488,1370765397
MITK,7.139194961,224520928.7
MITT,4.099446899,406066749.2
MKL,2.41080814,12876335110
MKSI,2.624246124,2345223402
MKTX,16.32858488,5358796405
MLAB,4.844283721,414657250.1
MLR,0.438715891,248320206
MMC,2.596087984,33505271589
MMI,1.393475194,989081704.2
MMM,3.413026357,1.02835E+11
MMS,1.553903101,3601292230
MMSI,1.668703876,937924572.3
MN,,111572822.4
MNK,2.29041938,7179448244
MNKD,0.344116923,84393860.64
MNR,8.61292907,823351094
MNST,27.80171008,78652335880
MO,4.885293411,1.25254E+11
MOD,0.365371705,493999934.1
MOFG,2.702046512,331509299.3
MOH,0.197820155,3088985698
MORN,4.400132171,3470991016
MOV,1.001786434,582680855.6
MPAA,1.567721318,577932573.2
MPC,0.325337984,21467111977
MPW,6.494193023,3172855325
MPWR,8.229512791,2903329660
MRK,4.033777132,1.59592E+11
MRLN,2.378302317,204885109.9
MRTN,1.332165504,888379789.4
MRVL,2.392890698,5721711274
MS,1.707136434,56947341977
MSA,1.705473256,1968969065
MSCC,2.797025581,4141454260
MSCI,7.052495349,7772923382
MSEX,3.404066667,580781603.6
MSFG,3.386196124,535123286.8
MSFT,5.081955039,4.40886E+11
MSI,2.284014341,13090572128
MSL,1.173386434,110272691.3
MSM,1.576145349,4507787101
MSTR,3.911231395,2038033545
MTB,3.684805426,18241024133
MTD,4.236243411,10273669822
MTG,3.502809302,3320721173
MTGE,21.32182984,733544204.6
MTH,0.532324806,1475635241
MTOR,0.257972868,855974500
MTSC,1.34131124,784845827.9
MTSI,4.396068992,2149517403
MTW,4.726962403,8713219415
MTZ,0.45642093,2024336261
MU,1.131068992,14850186609
MXIM,4.885894574,10784323793
MYCC,0.814947287,869901712.9
MYE,0.795663566,439390940.9
MYGN,2.811980233,2113598217
MYL,2.258083721,22190785891
MYRG,0.46242093,492683939.8
NANO,2.429520155,469610777.8
NATH,2.14196124,213561735.9
NATI,2.981029457,3659351091
NATR,0.665822868,219860040.9
NAVG,2.473397287,2743829280
NAVI,1.559139535,4457344380
NBHC,3.593365891,672088031.2
NBTB,3.523686047,1328911502
NCI,0.937741473,902732847
NCR,0.723924806,4616484973
NCS,0.652168992,1069729310
NDSN,2.858116279,4959128506
NE,0.659752713,2064468627
NEE,3.258922093,55229829535
NEOG,4.073694574,1312934876
NEWM,0.586849225,727681604.7
NFBK,6.916096512,712658944.9
NFLX,6.000847674,44663215663
NGHC,0.801307752,2293703584
NGS,3.440631783,300953096.5
NHC,1.068649225,978115097.2
NHI,11.61639109,2735516139
NI,3.314983333,7475358067
NICK,0.967788803,80574259.86
NIHD,0.2185,347460034.5
NILE,0.767568217,365408382.8
NJR,1.533015891,3032660063
NKE,2.944144961,95100004709
NKSH,5.122912791,244831046.3
NLS,1.664584109,608738621.4
NLSN,2.93731124,18273443891
NLY,53.78279326,9854265551
NMIH,5.48778876,398631993.6
NNBR,0.866627519,407434470.8
NNI,2.000735271,1688850047
NOC,1.648608915,38955784167
NP,1.314655039,1221176579
NPTN,1.405979457,515090299.6
NRCIA,2.442993436,256192723.2
NRIM,1.798550388,181056804
NRZ,6.33332093,3000668789
NSC,2.563760853,26138928384
NSIT,0.198953876,1067596214
NSM,0.885755814,1336959180
NSP,0.312603101,1659283481
NSR,1.240670543,1374071452
NTAP,1.488492248,8270263605
NTCT,2.390533721,2377077665
NTGR,1.211057752,1590727496
NTRI,1.558993023,779362082.8
NTRS,3.360916667,16111356122
NUE,0.99072093,15706555184
NUS,1.196039147,2658001148
NUTR,1.089309302,247135798.9
NUVA,3.506906977,3013750936
NVDA,6.064091085,33214002519
NVEC,10.25153953,278236271.7
NVR,1.27752093,6911828952
NWBI,4.086850388,1452662276
NWE,2.296725581,2806793122
NWHM,0.442250775,206980251.4
NWL,2.233475969,17555668729
NWLI,1.797354054,754087058.5
NWN,2.256277132,1570328603
NWS,0.839682946,6937974605
NWSA,0.839682946,6937974605
NXST,1.673875969,1629349346
NYCB,11.05440039,7204734971
NYLD,1.463580233,1501791054
NYMT,5.74575969,622547314.1
NYT,1.297434109,2035943435
O,14.63167713,15399487741
OB,1.092336047,1292047601
OCFC,3.849643023,412328152.4
OCLR,1.852125581,749630367.3
ODFL,1.925850388,5736537598
OFC,25.32821977,13149314020
OFG,1.201925194,456473889.9
OFIX,1.89384031,765517815.9
OGE,2.755834496,5973024907
OGS,2.263586822,3193682281
OHI,7.90719845,6484234986
OI,0.435262016,2802069614
OII,1.280443411,2916418657
OIS,1.772101938,1560271199
OKE,1.103505426,8703139038
OKSB,3.82596938,340364401.4
OLBK,3.661785659,206628432.7
OLP,5.675354264,384594721.6
OMC,1.284466667,19549513380
OMCL,2.085103876,1186006921
OMI,0.226036822,2223504878
ONB,2.741457752,1681341577
OPK,6.614514729,5348294777
OPY,0.241024806,208986276.2
ORA,3.451515891,2192999236
ORCL,4.496070543,1.67201E+11
ORI,1.031775581,5459437793
ORIT,4.800681008,693698980.3
OSIS,1.492918147,1280639855
OSK,0.585402326,3574670381
OSTK,0.266250775,385088005
OSUR,3.354481008,410870341
OTTR,1.567154651,1238498861
PACW,4.897456589,4838889819
PAHC,1.322303101,992796876.2
PAY,1.169056977,2375976844
PAYC,8.955776744,2425073997
PB,4.823095349,3635314072
PBCT,3.705970543,4813141231
PBF,0.199166667,2670483593
PBH,3.325639922,2701976701
PBI,0.989170155,3478033298
PBPB,0.894372481,346370479.6
PCAR,1.082715116,19659649058
PCBK,4.065479845,330846551.2
PCG,1.750573643,29644157868
PCH,2.475678682,1429381966
PCRX,6.705741085,1734284430
PCYG,14.69364845,208038285.4
PDCO,0.823495736,4349510877
PDFS,4.985928682,497470557.7
PDLI,0.922116667,509364203.7
PDM,5.222200775,2961002771
PEB,2.580463953,1967207981
PEBO,2.693833721,406558897.3
PEG,2.265394961,22061101085
PEGA,3.046210425,2200616004
PENN,0.447648837,1318845489
PETS,1.665819767,391592244.9
PFE,3.960502326,2.03273E+11
PFG,1.111220543,13338702349
PFIS,3.92235,291572471.7
PFS,4.34899186,1343527810
PFSI,0.812919767,1089784520
PGC,2.88750155,333558376.7
PGNX,20.06621744,398260530.9
PGR,0.885155039,19154949384
PGTI,1.310979845,536976053.7
PHIIK,0.379833333,281734653.5
PHM,1.004349225,6590127911
PJC,0.904772868,620132778.3
PKE,2.363598837,324955307.7
PKI,2.795480233,5746995171
PKY,5.268700388,1902715909
PLAB,1.522645736,787480709
PLCE,0.885595736,1541066375
PLD,10.85114457,25920303086
PLKI,4.73300155,1243227279
PLOW,1.459917054,585660878
PLPC,0.644967442,223278417
PLPM,3.538032558,192841130.9
PLT,1.761314729,1522543510
PLUS,0.825392248,1018546063
PLXS,0.571844186,1472472880
PM,2.020010078,1.48961E+11
PMC,0.385859302,791998139
PMT,4.406208527,1108532142
PNC,3.015556202,45692953721
PNFP,5.908457752,2215190556
PNK,0.499635271,1146194386
PNM,4.700223256,6590645863
PNRA,1.83704186,5007139668
PNW,2.361337597,8275753231
POL,0.986511628,2778336205
POR,1.903598062,3615781445
POWI,4.457303101,1602302881
POWL,0.649048062,394685151.5
PPBI,4.589556589,651264470.5
PPC,0.664579845,5827669827
PPG,1.957192248,27357650624
PPL,3.234613566,24279864750
PRA,3.688735659,2794488114
PRFT,1.383367442,679416935.9
PRGO,3.215265891,14884707988
PRGS,3.458258527,1355262395
PRI,1.834312791,2587234007
PRIM,0.563372093,1088381220
PRK,4.716917829,1452769590
PROV,2.228578682,156320443.6
PRU,0.610335659,35095682950
PRXL,1.421618992,3420225539
PSA,16.48369109,41524445184
PSB,7.377621318,2793212021
PSTB,3.601070155,396413028.5
PSX,0.472232558,43346621979
PTSI,0.37303062,157394599.9
PVTB,5.056930233,3416743625
PWOD,3.783520463,203381996.5
PWR,0.552945736,4117376010
PYPL,72.91424227,46691351957
PZN,356.6034,553743415.7
PZZA,1.555333721,2580699969
QADA,1.752581783,482568116.3
QCOM,3.700391085,85935755930
QLYS,6.586047287,1172890465
QRVO,2.590439922,6910371760
QSII,1.663167054,820117034.7
QTS,7.361218992,2479449118
RAD,0.4271,9611600954
RAI,5.990662016,70335150629
RAIL,0.258632171,186028084.5
RAS,1.322025581,267008804.9
RAVN,2.73874556,711606220.3
RBC,0.812555814,2731582934
RBCAA,3.563934884,669381782.9
RDC,0.948835659,1995778488
RDN,2.45223062,2984022000
RDNT,0.309987984,275777361.7
RE,1.448148837,8051521646
RECN,0.930257082,553035796.9
REG,755.3543,7253318954
REGN,10.22286163,45640962599
REIS,5.164555039,264020646.7
REV,0.885589147,1726383668
REXR,5.823177907,1228318770
RF,2.282871318,12452524186
RGA,0.614737597,6529356531
RGEN,10.2349907,943054475.4
RH,0.735278682,1568205821
RHI,1.023381395,5329875979
RHP,2.502800775,2657022585
RIG,0.647353101,3888076938
RJF,1.493554651,7919496829
RLGY,0.753382171,4338150930
RLI,3.605354264,2869017464
RLJ,2.463083333,2698788313
RM,1.01711124,228659590.7
RMAX,3.867427132,678369209.8
RMBS,4.782879845,1444393759
RMD,4.752289535,8615710347
RNR,3.135087209,4972204739
RNST,3.455983333,1375314081
ROG,1.731452326,1101798702
ROIC,9.760826744,2046570748
ROK,2.523275969,15136892810
ROLL,2.921588372,1734642138
ROP,4.913931783,17923110791
ROST,1.950993411,23753433440
RP,3.610735659,1824001912
RPAI,6.318673256,3771821495
RPM,1.36797093,6559106906
RPT,6.661514729,1448582258
RPXC,1.808940698,544918244.7
RRGB,0.593318992,753923347
RRTS,0.182206977,358710583.9
RS,0.586156589,5182207801
RSG,1.864477132,17180535511
RSO,4.75968876,360002834.3
RTEC,2.228056202,503346767.4
RTIX,0.719896899,201490334.5
RTN,1.67470814,39961406000
RTRX,5.730487984,659225760.7
RUTH,1.424437597,539241055.5
RWT,5.919460465,1214085215
RYN,4.839962403,3091726300
SAFM,0.713723256,1956939229
SAFT,1.161798837,934871546
SAIA,0.625587984,758203123.5
SAIC,0.603510465,2684382202
SALM,0.580461628,156261734.2
SAM,2.374709302,2227202272
SAMG,1.2526,96574080.9
SANM,0.320225194,2044969843
SASR,3.766021318,726986221.6
SATS,3.339264341,3943136156
SAVE,1.467897287,3234252387
SBAC,8.045198062,13097133813
SBCF,3.932535659,607363115.6
SBGI,1.223016667,2886075840
SBRA,5.462728682,1408684996
SBSI,4.526263953,803068625.3
SCAI,1.62878876,1831221209
SCG,2.384593023,9976723283
SCHL,0.789918533,1337390471
SCHW,5.879195736,39934915736
SCLN,3.52283062,562092579
SCMP,3.016743798,540602895
SCS,0.570286047,1737433314
SCSC,0.279844186,989574000.4
SCVL,0.483886822,479674593.7
SEB,0.697903876,3787266326
SEIC,5.608239147,7596634224
SEMG,0.993960078,1379135631
SENEA,0.230766667,298274010.7
SF,1.167728682,2828784063
SFBS,13.8192376,2587039376
SFLY,1.497201938,1633502076
SFNC,2.343839535,899165757.2
SGA,2.183411628,243854776.9
SGY,,16212976353
SHEN,3.627024419,1393232223
SHLM,0.322877907,804522600.4
SHO,1.993468217,2767553609
SHOR,1.369434109,491446734.3
SIG,2.121194186,7561300477
SIGI,1.001980233,2171229881
SIGM,1.975436047,256435471.2
SIR,5.771396124,2137820865
SIRI,6.243778682,20656674846
SIVB,3.806791085,5784614495
SJI,2.319781395,2153435324
SJM,2.08209845,15758159167
SJW,1.999883333,830348987.9
SKT,17.73152287,91073298.45
SKYW,0.424588372,1319116969
SLAB,3.352080233,2197441382
SLB,3.328593023,1.02895E+11
SLG,5.99221938,10835580836
SLGN,1.459234496,5407127749
SLM,3.359501163,3108035854
SMCI,0.607384884,1352930411
SMP,0.949012791,950118854.6
SMRT,0.236601163,322721808.7
SMTC,3.149885271,1577429770
SN,0.927650388,399574558.6
SNBC,5.35689031,416162804.6
SNCR,3.531234884,1605633204
SNH,5.096367829,4479206677
SNI,2.571370155,8294527070
SNPS,3.486664729,8147108716
SNV,3.621299612,4051595144
SNX,0.287424419,3883776962
SO,2.672257364,47095285581
SONC,2.294533333,1406145974
SPA,0.480497287,203809803.3
SPAR,0.398950388,227754438.3
SPG,14.01726938,62345299473
SPR,0.925484109,6196842895
SPSC,5.877427132,1013018339
SPTN,0.140168992,1072363368
SPWR,1.866707364,2089671363
SRCE,3.484856202,885333954.9
SRDX,4.560629845,312451135.3
SRE,2.576772093,25996419687
SRI,0.661431783,436370675.7
SSI,0.11439031,179279381.3
SSNC,7.985282558,9109767124
SSP,1.86319186,1381203725
SSTK,3.625944961,1656441116
STAG,6.373412791,1480819998
STAR,3.709872093,1039983671
STBA,3.871359302,965691035.4
STBZ,4.286673256,780348612.3
STC,0.791283333,943738421.7
STE,2.282911628,5230222660
STFC,0.673728295,929119565.9
STI,2.619072481,21588989833
STJ,3.58349845,20602698283
STL,5.084871318,2177990400
STLD,0.829760853,6141963206
STMP,6.411209302,1701898371
STRT,0.419695349,165817711.4
STT,2.519572093,25831197304
STWD,9.15658062,4941500140
STX,0.830903876,9482555795
SUI,6.215417829,4482164496
SUN,0.370537209,2550812371
SUP,0.877805039,647141301.4
SUPN,5.636169767,977745749.6
SVU,2.384049225,25087740504
SWKS,4.072251938,13627701496
SWM,1.395236822,1128456688
SWX,1.327168217,3284773782
SXC,0.349986434,454577282.9
SYBT,6.116439535,809502023.2
SYK,4.046257752,41875485640
SYKE,0.924082558,1226516707
SYMC,4.228939922,13564992093
SYNA,1.372893023,2399869438
SYNT,3.366910465,3313975946
T,1.514838996,2.38226E+11
TAP,2.34099031,20224695438
TAST,0.652979845,585335979.3
TAX,1.159503876,197319327
TBI,0.327515504,909293616.7
TBNK,4.151950193,257612245.1
TCBK,3.008428295,620753321.4
TCO,7.6647,4448883936
TDC,1.466679457,3628405771
TDG,4.666287984,14131839843
TDS,0.586671318,3054348178
TDY,1.57842093,3543015310
TECD,0.101854651,2682032730
TECH,7.710278682,3790227467
TEL,1.89820814,22801353256
TEN,0.363860465,3001836012
TER,2.538313178,4315785281
TESS,0.225846899,118802560.9
TEX,0.566629457,2590835360
TFSL,17.15682209,5072549348
TFX,4.191355039,7631330077
TGNA,3.154131395,5007347374
THFF,3.126245736,474763985.9
THG,0.747933333,3620124736
THO,0.828243798,3769886004
THRM,1.493500775,1304363789
TIF,2.178020543,8794296709
TILE,1.132250388,1111685178
TIPT,0.444424806,192349783.1
TIS,1.707755814,295794154.4
TIVO,3.877416667,1855157517
TJX,1.607472093,50873627235
TKR,0.948465116,2654828321
TMH,0.462893798,3044687989
TMHC,0.604974419,1925633722
TMK,1.966935659,7384117867
TMO,3.327143023,58136432171
TMP,4.204160853,1027612439
TMUS,1.082764729,37004911830
TNET,0.487306202,1381139067
TOL,1.114768217,5093355999
TOWR,0.277513178,505775366.7
TPH,0.773008527,1923308111
TPRE,2.173666667,1237799452
TREC,1.182419767,273232859.4
TREE,3.660974806,1140148264
TRGP,0.82685155,5257818798
TRK,1.592367442,761328580.7
TRMB,2.82507093,6525028812
TRMK,3.139963178,1764909504
TRN,0.676387984,3223148647
TRR,0.530951163,243561370.8
TRST,3.917862403,637934746.3
TSC,3.748639922,407291787.2
TSN,0.674787984,25904568140
TSS,2.866941473,9008424248
TTC,3.524311628,8473295352
TTEC,1.056063178,1346517312
TTEK,0.79676124,1930851826
TTGT,1.185420543,132996276.7
TTMI,0.395916279,952917638.7
TTWO,2.41894845,3481945828
TUP,1.306623256,2908308295
TWMC,0.307952381,112885323.9
TWO,14.27347054,4404890220
TWX,2.203024031,62168272171
TXN,4.983615116,64689041822
TXRH,1.609916279,3043227833
TYL,4.658369767,5823104907
TYPE,4.458574031,878283623.2
TZOO,1.216305039,134781106.7
UAL,0.671732558,24932484058
UAM,0.433351163,582801342.7
UBA,8.048544186,813364387.6
UBNK,3.418218605,676196933.6
UBNT,5.48456938,3625629269
UBSH,3.677627907,1186366262
UBSI,5.938278682,2770752578
UCBI,3.98474031,1447116390
UCFC,3.921150775,310796869.9
UCP,0.204124806,65063876.46
UCTT,0.450022868,213703679.4
UDR,9.300769767,8551567304
UEIC,1.546923256,976969129.2
UFCS,1.163637984,1082541047
UFPI,0.835741085,2462066174
UFPT,1.222537984,172081313.8
UFS,0.447600775,2322473267
UGI,1.262530233,7404920721
UHS,1.298754264,12123743974
UHT,11.79441395,760655582.5
UIHC,0.86537093,345008308.9
ULTI,8.692149225,5913071718
UMBF,3.478402326,2799055046
UMPQ,3.094329457,3498530994
UNFI,0.249036047,2096027002
UNH,0.768594574,1.30958E+11
UNM,0.765256202,8184722961
UNP,3.611515116,74812250729
URBN,1.047310465,3642918770
URI,1.297896512,6452804435
USAK,0.281370543,135095832.8
USB,3.645858527,74637154612
USCR,0.804335271,849578515.8
USM,0.818764341,3300039341
USNA,3.157297674,3000612452
UTEK,3.844675969,603471246.6
UTHR,3.82459845,5860431531
UTL,1.459346899,568811873.7
UTMD,5.598046899,224939144.7
UTX,1.503617054,84753944190
UVE,1.193334496,740558848.8
UVSP,2.718818557,400452796.4
V,12.96243721,1.8745E+11
VAC,1.083453101,1929783932
VAL,1.897160853,8051303860
VAR,3.437722868,8315118636
VASC,5.105970543,788220930.1
VDSI,2.946532558,637797448.5
VG,1.382343411,1264762595
VGR,1.469057752,2474882050
VIAB,1.228622481,15861227597
VICR,2.053552713,421156809.1
VIVO,4.157868605,810555106
VLO,0.349752713,27973040233
VLY,3.61533062,2405565379
VMW,4.015838372,27166612532
VNO,11.0772593,18282414975
VOXX,0.1409861,92802886.95
VOYA,0.718006977,5785422407
VR,1.695311628,4067842077
VRNT,2.024272868,2219461919
VRSK,7.163663178,13509356186
VRSN,9.790568605,10703288196
VRTS,2.03827093,758677598.8
VRTU,1.428295349,886093361.7
VSAT,2.477534884,3559903730
VSEC,1.004769767,569439013.3
VTR,6.599149225,22125219151
VVC,1.724450775,4044816264
VVI,0.609242636,677176636.3
VVUS,1.701000388,123641127.8
VZ,1.612170543,2.10115E+11
WAB,2.206527132,6992425498
WABC,7.070323256,1275650152
WAFD,5.036777907,2350116464
WAGE,6.218122868,2115859835
WAIR,0.896903488,1326572427
WAL,6.148366279,3694634118
WASH,4.221767054,703080751
WAT,5.486639535,11423359015
WBA,0.761029845,88562688554
WBC,2.136556589,5765482999
WBMD,4.479341085,2963513054
WBS,3.749512403,3502129210
WCC,0.349449612,2608622112
WCG,0.332489922,4672951761
WCIC,0.844062403,517129492.4
WCN,8.626029412,18323091083
WDC,0.942214729,12696916705
WDR,1.201546899,1689817369
WEC,2.643422481,18097162415
WERN,0.877993798,1807554301
WETF,5.380937984,1498545951
WEX,4.150004264,3684085579
WFC,2.886067054,2.51889E+11
WGL,1.40897907,3372431491
WGO,0.662807752,643914548
WHG,3.466425969,440546123.6
WIN,0.160174419,906657120.2
WLH,0.496285271,606483017.4
WM,2.098890698,27654081574
WNC,0.435947674,869211204
WNR,0.317231395,2701527272
WR,3.012625969,7435705970
WRB,0.94969031,6982849527
WRE,5.140158527,2105698830
WRI,8.960165504,4700425868
WRLD,0.709556202,393455015.8
WSBC,3.927174806,1248167310
WSBF,2.891137597,430487255.9
WSFS,3.804776357,1041348792
WSR,4.382942636,367080217.7
WSTC,0.81300155,1860931309
WTBA,4.868070543,311346489
WTFC,2.912834884,2793258467
WTM,30.77842062,5515814152
WTR,6.851178295,5592707472
WU,1.804710078,9845271198
WWE,2.083686434,1416798078
WY,3.829414729,20121191514
WYN,1.623930233,7978645593
WYNN,2.266397674,9155887243
XCRA,0.965488372,323795640.3
XEL,1.904007364,20762529863
XL,0.977357364,10003137781
XLNX,5.932393798,13290402775
XNCR,12.52969574,722462719.3
XOM,1.617613178,3.60416E+11
XOMA,0.209232946,10435887.02
XRAY,3.964914341,12007990640
XRX,4.75577907,45333713480
XXIA,1.882007364,947190633.2
XYL,2.212131395,8111123892
Y,1.503208915,8111465630
YDKN,4.863005426,1143485612
YORW,8.219126744,387694820.8
YRCW,0.073002326,346343658.4
YUM,1.557192636,32426871442
ZGNX,8.884712016,239759460.3
ZION,2.652599225,5871320763
ZIXI,4.010974517,227640256.9
ZLTQ,4.453367829,1289838480
ZOES,2.486286047,608999129.5
ZTS,4.939739922,23886274451
